source,day_0_mean,day_0_std,day_0_count,day_1_mean,day_1_std,day_1_count,day_2_mean,day_2_std,day_2_count,day_3_mean,day_3_std,day_3_count,day_4_mean,day_4_std,day_4_count,day_5_mean,day_5_std,day_5_count,day_6_mean,day_6_std,day_6_count,day_7_mean,day_7_std,day_7_count,day_8_mean,day_8_std,day_8_count,day_9_mean,day_9_std,day_9_count,day_10_mean,day_10_std,day_10_count,day_11_mean,day_11_std,day_11_count,day_12_mean,day_12_std,day_12_count,day_13_mean,day_13_std,day_13_count,day_14_mean,day_14_std,day_14_count,day_15_mean,day_15_std,day_15_count,day_16_mean,day_16_std,day_16_count,day_17_mean,day_17_std,day_17_count,day_18_mean,day_18_std,day_18_count,day_19_mean,day_19_std,day_19_count,day_20_mean,day_20_std,day_20_count,day_21_mean,day_21_std,day_21_count,day_22_mean,day_22_std,day_22_count,day_23_mean,day_23_std,day_23_count,day_24_mean,day_24_std,day_24_count,day_25_mean,day_25_std,day_25_count,day_26_mean,day_26_std,day_26_count,day_27_mean,day_27_std,day_27_count,day_28_mean,day_28_std,day_28_count,day_29_mean,day_29_std,day_29_count,day_30_mean,day_30_std,day_30_count,day_31_mean,day_31_std,day_31_count,day_32_mean,day_32_std,day_32_count,day_33_mean,day_33_std,day_33_count,day_34_mean,day_34_std,day_34_count,day_35_mean,day_35_std,day_35_count,day_36_mean,day_36_std,day_36_count,day_37_mean,day_37_std,day_37_count,day_38_mean,day_38_std,day_38_count,day_39_mean,day_39_std,day_39_count
inflammation-01.csv,0.0,0.0,60,0.45,0.5016920522135438,60,1.1166666666666667,0.7385663314751767,60,1.75,1.067628450573783,60,2.433333333333333,1.1404231546892638,60,3.15,1.387901720742747,60,3.8,1.7251872902501562,60,3.8833333333333333,1.9665996349775379,60,5.233333333333333,1.942972270244188,60,5.516666666666667,2.2810320788258918,60,5.95,2.764330917912834,60,5.9,2.529152065315869,60,8.35,3.1613395573095544,60,7.733333333333333,3.1183799937324403,60,8.366666666666667,3.7820569538625253,60,9.5,4.05680010829275,60,9.583333333333334,3.8545226206066503,60,10.633333333333333,3.569962572403468,60,11.566666666666666,3.9803188129981937,60,12.35,4.539189056223104,60,13.25,4.276958367970856,60,11.966666666666667,4.5879971135697435,60,11.033333333333333,4.23450982361922,60,10.166666666666666,4.13405315401556,60,10.0,3.741657386773941,60,8.666666666666666,3.6390847548672656,60,9.15,3.2407626221124795,60,7.25,2.8020875994968892,60,7.333333333333333,2.7038369890355516,60,6.583333333333333,3.2222303396222194,60,6.066666666666666,2.536958452968908,60,5.95,2.1267066925018603,60,5.116666666666666,1.6373983774047425,60,3.6,1.796418282045637,60,3.3,1.7784014913418114,60,3.566666666666667,1.3945009029619098,60,2.4833333333333334,1.127343760705784,60,1.5,1.1717001988274147,60,1.1333333333333333,0.8123342942715872,60,0.5666666666666667,0.4997174342809082,60
inflammation-02.csv,0.0,0.0,60,0.5,0.5042194840896107,60,0.9333333333333333,0.8206377566768518,60,1.5833333333333333,1.0462469920442217,60,2.6333333333333333,1.119422772965053,60,2.6666666666666665,1.4102129502212604,60,3.5833333333333335,1.6290963146050899,60,4.133333333333334,2.020795838081878,60,4.783333333333333,1.9751993391499834,60,5.633333333333334,2.328647433609582,60,6.216666666666667,2.630277852608143,60,6.5,3.0559749754943106,60,7.3,2.8540782595900214,60,7.566666666666666,3.3159433387783785,60,8.083333333333334,3.300188318543823,60,9.3,3.9544011095984204,60,9.433333333333334,3.609623045564931,60,10.05,3.6796508677420166,60,10.45,4.28012751275283,60,11.516666666666667,5.205901692250684,60,12.716666666666667,4.683514784268677,60,11.116666666666667,4.715972379077935,60,10.8,4.241841621157378,60,10.0,4.11281585258666,60,10.233333333333333,3.5813389535989155,60,8.866666666666667,3.7618363108166375,60,8.033333333333333,3.3342936469803894,60,8.2,3.2301545326941787,60,7.6,2.9238933876550424,60,6.433333333333334,2.763973231165395,60,6.133333333333334,2.4802041104269077,60,5.55,2.3027249885475594,60,4.966666666666667,2.0989639628907693,60,3.6666666666666665,2.0557209685570097,60,3.8333333333333335,1.7579520699455908,60,2.9833333333333334,1.3715223098177016,60,2.466666666666667,1.1856009942278742,60,1.5,1.1424030574900925,60,1.1333333333333333,0.8123342942715871,60,0.5333333333333333,0.5030977485864634,60
inflammation-03.csv,0.0,0.0,60,0.0,0.0,60,0.5833333333333334,0.4971671160112441,60,1.5333333333333334,1.156656002165135,60,0.4,0.494032181755571,60,2.4,1.7291126361444984,60,3.2333333333333334,2.265187287251914,60,3.6,2.084649301888547,60,2.95,2.003598457690816,60,5.583333333333333,3.4113055638153438,60,3.283333333333333,2.0260311596535248,60,7.783333333333333,4.222986599458853,60,4.133333333333334,2.6900108163519336,60,3.0166666666666666,2.1431140550860435,60,9.016666666666667,5.2286423252094565,60,7.8,5.014555086133207,60,4.216666666666667,2.7064998139548897,60,9.75,6.4482950052379175,60,8.533333333333333,5.318552965771565,60,7.816666666666666,5.491107346155751,60,6.766666666666667,3.674772755186351,60,7.9,5.144356789693054,60,4.466666666666667,3.061331640386154,60,8.516666666666667,6.360608825636768,60,8.35,5.101761078460545,60,4.316666666666666,2.6328541364752436,60,7.55,4.688337495805553,60,4.016666666666667,2.861146307354868,60,7.6,4.23544366635273,60,3.183333333333333,2.021005511332455,60,4.233333333333333,3.846048673051373,60,4.216666666666667,3.3953690629217808,60,2.3666666666666667,1.7268239354244548,60,3.1166666666666667,2.3656558675377575,60,2.816666666666667,2.0707131880935687,60,1.2666666666666666,1.132967704398073,60,1.4,1.1077538734158399,60,0.4666666666666667,0.5030977485864634,60,0.0,0.0,60,0.0,0.0,60
inflammation-04.csv,0.0,0.0,60,0.4666666666666667,0.5030977485864634,60,0.8166666666666667,0.7917298517752697,60,1.8833333333333333,0.975838043430184,60,2.6166666666666667,1.0430019690032384,60,2.966666666666667,1.3272459911048724,60,3.316666666666667,1.6823275509544995,60,4.15,1.9206725516983518,60,5.05,2.028817807225492,60,5.333333333333333,2.28974624207735,60,5.316666666666666,2.567671679383356,60,6.283333333333333,2.810945113192097,60,8.083333333333334,3.0269505081073054,60,7.783333333333333,3.0314267305344638,60,8.433333333333334,3.5860684608146727,60,9.816666666666666,3.7619489479531283,60,9.883333333333333,3.8182952388563987,60,10.233333333333333,4.02688703703488,60,11.733333333333333,3.66784778100629,60,11.383333333333333,4.6068911781898665,60,12.816666666666666,5.016892368742628,60,11.266666666666667,4.80418837980991,60,11.933333333333334,4.157356830873318,60,10.85,4.25789396497249,60,9.85,3.749915253279687,60,9.65,3.644475735936585,60,8.566666666666666,3.470781998860749,60,8.166666666666666,3.026250500271826,60,7.816666666666666,2.9023174064329376,60,5.733333333333333,3.107490494778905,60,5.95,2.632424930923796,60,5.5,2.3757246887234578,60,5.05,2.1267066925018607,60,3.6166666666666667,2.099973096410932,60,3.466666666666667,1.8727906003524162,60,3.3333333333333335,1.4919747653914832,60,2.4166666666666665,1.1393079473391101,60,1.5,1.0496165562976973,60,0.9166666666666666,0.7874366623260193,60,0.43333333333333335,0.49971743428090803,60
inflammation-05.csv,0.0,0.0,60,0.36666666666666664,0.48596110141697085,60,1.05,0.8320894671583894,60,1.4666666666666666,1.0162521151672557,60,2.566666666666667,1.184170548107683,60,3.0833333333333335,1.4414172247545847,60,4.0,1.636449235905262,60,3.783333333333333,2.091886397624157,60,4.7,1.9510970403895727,60,5.316666666666666,2.2207928548054188,60,6.216666666666667,2.7064998139548897,60,6.466666666666667,2.580675687809245,60,7.883333333333334,2.792797435211564,60,8.533333333333333,3.132479749101512,60,8.983333333333333,3.3267873578414635,60,8.733333333333333,3.900745981096378,60,9.4,3.9753477622100526,60,10.633333333333333,4.238510558133886,60,11.683333333333334,4.023202479628685,60,12.1,4.842257492855852,60,11.85,4.675304757582246,60,11.85,4.8005119783453605,60,10.5,4.204517344677617,60,10.8,4.157085028262398,60,9.833333333333334,3.867143940931991,60,9.183333333333334,3.985106453575323,60,9.033333333333333,3.277900664809961,60,7.433333333333334,3.049682765756369,60,7.216666666666667,3.06479001778382,60,6.366666666666666,2.8933979008130524,60,5.733333333333333,2.5767320432281795,60,6.15,2.3130067012440754,60,5.383333333333334,1.9230243365256863,60,4.133333333333334,1.9525443345878406,60,3.65,1.634635708133493,60,3.1166666666666667,1.4854282800395457,60,2.783333333333333,0.993054979389558,60,1.3,0.9966044044569796,60,0.9,0.8576673133208371,60,0.55,0.5016920522135438,60
inflammation-06.csv,0.0,0.0,60,0.45,0.5016920522135438,60,0.9,0.7961773075670682,60,1.6333333333333333,1.1041779926932174,60,2.6333333333333333,1.149305857812558,60,2.816666666666667,1.4554592340292132,60,3.75,1.8004236789513777,60,4.083333333333333,1.9070935083832448,60,4.816666666666666,2.0788822507370104,60,5.616666666666666,2.255626987634399,60,5.95,2.6130377153219415,60,6.816666666666666,2.960140094409566,60,7.833333333333333,2.611361529843775,60,8.266666666666667,3.328697341108164,60,8.516666666666667,3.0336623649695706,60,9.266666666666667,3.6816847040298013,60,11.05,3.752626199054538,60,9.983333333333333,4.027413127204005,60,11.7,4.6186798319249736,60,11.616666666666667,4.24300687539306,60,11.583333333333334,4.61497807133144,60,10.316666666666666,4.601000873673903,60,10.766666666666667,4.101949378108531,60,10.9,3.629913385528734,60,10.2,3.403886114129863,60,8.166666666666666,3.7694879689451986,60,8.066666666666666,3.3842439842057446,60,7.483333333333333,3.0559287565275066,60,6.95,2.8309727620839125,60,6.55,2.5273084765404517,60,6.183333333333334,2.801280982201346,60,5.55,2.2805366600050783,60,4.883333333333334,2.0007766853481597,60,4.266666666666667,2.049114456661017,60,3.9,1.77267393543086,60,2.85,1.375635446386844,60,2.433333333333333,1.1404231546892636,60,1.5666666666666667,1.063519368101815,60,1.0333333333333334,0.8018340558415715,60,0.38333333333333336,0.4903014177278999,60
inflammation-07.csv,0.0,0.0,60,0.5666666666666667,0.4997174342809082,60,1.0333333333333334,0.7356921488320419,60,1.5,1.1274690420042432,60,2.45,1.1111911458933896,60,3.0833333333333335,1.4056986521175057,60,3.3333333333333335,1.7913792306551395,60,3.783333333333333,2.155730767336899,60,4.683333333333334,1.7706808674810033,60,5.283333333333333,2.1080287736969963,60,6.05,2.878470639130957,60,6.283333333333333,2.6431341608193852,60,7.866666666666666,2.6326931925934103,60,7.616666666666666,3.2421569858512336,60,7.966666666666667,3.1243530403755515,60,8.366666666666667,3.961538250570662,60,10.2,3.904799306893844,60,10.45,4.018706259482023,60,10.533333333333333,4.366539438350084,60,11.266666666666667,4.531870817592292,60,12.683333333333334,4.615712540863761,60,11.85,4.922535518632993,60,10.783333333333333,4.038340264315957,60,10.35,3.952364664435452,60,10.4,4.097125904578245,60,9.116666666666667,3.957792856351291,60,8.616666666666667,3.390373544074692,60,8.483333333333333,3.132615015631221,60,7.366666666666666,3.2362704348808076,60,6.4,3.043191901466705,60,5.933333333333334,2.2614429671750096,60,5.233333333333333,2.0366694869001343,60,4.816666666666666,1.9614217142784307,60,4.233333333333333,2.110238693757834,60,3.3,1.7495762198751281,60,2.95,1.2812202869642728,60,2.683333333333333,1.2001647721150581,60,1.7666666666666666,1.0793385712613208,60,0.9833333333333333,0.8128557456749852,60,0.5166666666666667,0.5039392842990978,60
inflammation-08.csv,0.0,0.0,60,0.0,0.0,60,0.5833333333333334,0.4971671160112441,60,1.5333333333333334,1.156656002165135,60,0.4,0.494032181755571,60,2.4,1.7291126361444984,60,3.2333333333333334,2.265187287251914,60,3.6,2.084649301888547,60,2.95,2.003598457690816,60,5.583333333333333,3.4113055638153438,60,3.283333333333333,2.0260311596535248,60,7.783333333333333,4.222986599458853,60,4.133333333333334,2.6900108163519336,60,3.0166666666666666,2.1431140550860435,60,9.016666666666667,5.2286423252094565,60,7.8,5.014555086133207,60,4.216666666666667,2.7064998139548897,60,9.75,6.4482950052379175,60,8.533333333333333,5.318552965771565,60,7.816666666666666,5.491107346155751,60,6.766666666666667,3.674772755186351,60,7.9,5.144356789693054,60,4.466666666666667,3.061331640386154,60,8.516666666666667,6.360608825636768,60,8.35,5.101761078460545,60,4.316666666666666,2.6328541364752436,60,7.55,4.688337495805553,60,4.016666666666667,2.861146307354868,60,7.6,4.23544366635273,60,3.183333333333333,2.021005511332455,60,4.233333333333333,3.846048673051373,60,4.216666666666667,3.3953690629217808,60,2.3666666666666667,1.7268239354244548,60,3.1166666666666667,2.3656558675377575,60,2.816666666666667,2.0707131880935687,60,1.2666666666666666,1.132967704398073,60,1.4,1.1077538734158399,60,0.4666666666666667,0.5030977485864634,60,0.0,0.0,60,0.0,0.0,60
inflammation-09.csv,0.0,0.0,60,0.5833333333333334,0.4971671160112441,60,0.85,0.8401977168439763,60,1.6333333333333333,1.1639597329319453,60,2.6,1.2240527295610115,60,2.7666666666666666,1.4656133865621097,60,3.45,1.7016940711727264,60,4.066666666666666,1.9210402078629143,60,5.016666666666667,1.8179115104666137,60,6.1,2.1761418199048936,60,6.183333333333334,2.613470104803299,60,6.65,2.5895814726302455,60,7.383333333333334,2.743816880450722,60,7.616666666666666,3.5371714576627404,60,8.216666666666667,3.0758306948329963,60,8.75,3.442629070238942,60,9.583333333333334,3.756538555759006,60,9.966666666666667,4.016772743986913,60,11.2,4.7041272898723765,60,11.266666666666667,4.583931650726379,60,12.016666666666667,4.738918086733338,60,11.1,4.257396355616137,60,10.65,4.398863489584555,60,10.783333333333333,4.2748442995401295,60,9.95,3.859502909943766,60,9.283333333333333,3.6223958111213324,60,8.45,3.4953964882641704,60,8.116666666666667,2.940607954359597,60,7.833333333333333,2.662779652961542,60,7.1,2.909365356853796,60,6.133333333333334,2.746132359856878,60,5.266666666666667,2.3640432663070596,60,4.7,1.9855409543386235,60,3.9,2.23758344224678,60,3.5833333333333335,1.6081536593529842,60,2.8,1.5382138001315857,60,2.566666666666667,1.0145829345467259,60,1.6,1.196038659315104,60,1.0833333333333333,0.8293691019953859,60,0.5166666666666667,0.5039392842990978,60
inflammation-10.csv,0.0,0.0,60,0.6,0.4940321817555709,60,1.0166666666666666,0.8334463200240204,60,1.4166666666666667,1.093767655224737,60,2.3833333333333333,1.1802278818547478,60,2.9833333333333334,1.3465796805826946,60,3.7666666666666666,1.6194440002842019,60,4.25,1.9625735439096892,60,5.133333333333334,2.020795838081878,60,5.283333333333333,2.1791902295341665,60,6.45,2.7085864723072994,60,6.566666666666666,2.7207094455317438,60,7.45,3.1050805824855514,60,7.85,3.2302857091458437,60,8.216666666666667,3.6130257129253716,60,9.216666666666667,3.8049551397906396,60,10.5,3.53433521666081,60,9.816666666666666,4.139481940347521,60,11.216666666666667,4.7015744447883625,60,10.85,4.344585564678588,60,11.683333333333334,4.504203937139684,60,10.95,4.699170500187296,60,11.266666666666667,4.273952113286562,60,10.733333333333333,4.1655026622700095,60,10.283333333333333,3.813853723727314,60,10.016666666666667,3.9121352558273093,60,7.616666666666666,3.17346875749585,60,8.216666666666667,2.786721946847146,60,7.7,2.787988765388448,60,6.633333333333334,2.76765008728519,60,6.133333333333334,2.645537763196205,60,4.883333333333334,2.3440633029766027,60,5.033333333333333,1.9741264248378159,60,4.133333333333334,2.045803200325798,60,3.3666666666666667,1.8223347537711778,60,2.9833333333333334,1.3715223098177016,60,2.3666666666666667,1.0730388759865743,60,1.65,1.0865120683067773,60,1.0666666666666667,0.7782350014707153,60,0.4166666666666667,0.497167116011244,60
